CUSEC,CUMUN,CSEC,CDIS,CMUN,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas
0703204001,07032,001,04,032,07,04,0703204,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,2,2,357.46500000000003,13,83796,2,2,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,13
0703204002,07032,002,04,032,07,04,0703204,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703205001,07032,001,05,032,07,04,0703205,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,61,61,545.29,385,601338,43,59,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,385
0703301001,07033,001,01,033,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,2,2,,11,0,1,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11
0703301002,07033,002,01,033,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,2,2,974.6,18,0,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18
0703301003,07033,003,01,033,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703301004,07033,004,01,033,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,118,114,341.33,733,1145069,68,116,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,733
0703302001,07033,001,02,033,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,1,1,228.25,4,16434,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0703302002,07033,002,02,033,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703302003,07033,003,02,033,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,3,3,681.4250000000001,19,0,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,19
0703302004,07033,004,02,033,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,90,86,419.46,624,1164545,53,89,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,624
0703303001,07033,001,03,033,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703303002,07033,002,03,033,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,1,0,46.5,1,8091,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1
0703303003,07033,003,03,033,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,2,2,498.415,9,0,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,9
0703303004,07033,004,03,033,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703303005,07033,005,03,033,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,117,109,352.0,738,1076143,69,117,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,738
0703304001,07033,001,04,033,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,3,0,99.72,6,4121,1,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0703304002,07033,002,04,033,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703304003,07033,003,04,033,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,44,39,401.59000000000003,246,752309,27,44,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,246
0703304004,07033,004,04,033,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703305001,07033,001,05,033,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,146,142,337.33,839,1676014,93,146,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,839
0703305002,07033,002,05,033,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,33,29,227.575,154,527684,26,33,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,154
0703305003,07033,003,05,033,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,32,29,367.0,200,411626,17,32,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,200
0703305004,07033,004,05,033,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,14,13,291.0,84,336762,13,14,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,84
0703306001,07033,001,06,033,07,04,0703306,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,40,37,258.67,180,525474,28,40,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,180
0703307001,07033,001,07,033,07,04,0703307,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,68,65,434.55499999999995,406,703079,42,68,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,406
0703307002,07033,002,07,033,07,04,0703307,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,81,81,390.71,560,1109263,52,81,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,560
0703401001,07034,001,01,034,07,04,0703401,07034,"Balears, Illes",Illes Balears,ES,5,3,2,Mancor de la Vall,41,41,370.3,280,564106,24,41,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,280
0703501001,07035,001,01,035,07,04,0703501,07035,"Balears, Illes",Illes Balears,ES,5,3,2,Maria de la Salut,39,35,352.15,238,388409,29,38,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,238
0703502001,07035,001,02,035,07,04,0703502,07035,"Balears, Illes",Illes Balears,ES,5,3,2,Maria de la Salut,29,28,348.8,193,425571,24,29,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,193
0703601001,07036,001,01,036,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,6,6,725.75,36,176760,5,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,36
0703601002,07036,002,01,036,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,9,9,672.79,65,252222,9,9,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,65
0703601003,07036,003,01,036,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703601004,07036,004,01,036,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,14,14,776.0,121,583052,13,14,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,121
0703601005,07036,005,01,036,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,7,6,662.0,51,353540,7,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,51
0703601007,07036,007,01,036,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,10,9,664.79,70,187755,10,10,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,70
0703602001,07036,001,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703602002,07036,002,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,679.0,5,114072,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0703602003,07036,003,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703602004,07036,004,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,342.4,6,43142,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0703602005,07036,005,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703602006,07036,006,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,2,2,399.1,10,78646,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0703602007,07036,007,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,6,6,709.165,44,156484,6,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,44
0703602008,07036,008,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,5,5,585.665,37,148186,5,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,37
0703602009,07036,009,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,16,16,1058.33,125,473935,15,16,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,125
0703602010,07036,010,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,,6,0,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0703602011,07036,011,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,607.75,6,61991,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0703602012,07036,012,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,5,5,595.01,33,96627,5,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,33
0703602013,07036,013,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703602014,07036,014,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703602015,07036,015,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,2,2,368.03499999999997,16,20136,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16
0703602016,07036,016,02,036,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0703701001,07037,001,01,037,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",7,2,245.0,24,27926,4,6,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,24
0703701002,07037,002,01,037,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",13,13,480.0,78,145421,10,13,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,78
0703801001,07038,001,01,038,07,04,0703801,07038,"Balears, Illes",Illes Balears,ES,5,3,2,Montuïri,1,1,295.0,6,5310,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0703802001,07038,001,02,038,07,04,0703802,07038,"Balears, Illes",Illes Balears,ES,5,3,2,Montuïri,43,35,371.25,255,639225,21,43,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,255
0703901001,07039,001,01,039,07,04,0703901,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,11,11,321.0,70,110240,9,11,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,70
0703901002,07039,002,01,039,07,04,0703901,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,265,261,466.0,1803,2612174,118,261,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1803
0703902001,07039,001,02,039,07,04,0703902,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,12,12,111.68,49,34656,9,12,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,49
0703902002,07039,002,02,039,07,04,0703902,07039,"Balears, Illes",Illes Balears,ES,5,3,2,Muro,48,48,413.33,290,662283,29,48,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,290
0704001001,07040,001,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,12,12,194.805,31,404473,7,12,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,31
0704001002,07040,002,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,24,12,362.42,77,76526,12,22,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,77
0704001003,07040,003,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,15,242.625,45,451158,11,17,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,45
0704001004,07040,004,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,11,11,128.3,36,192621,10,11,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,36
0704001005,07040,005,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,32,30,286.25,78,931149,17,32,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,78
0704001006,07040,006,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,13,10,211.5,27,203225,8,13,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,27
0704001007,07040,007,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,19,19,293.75,49,405311,9,19,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,49
0704001008,07040,008,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,15,129.22500000000002,52,345245,14,15,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,52
0704001009,07040,009,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,71.9,10,60456,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704001010,07040,010,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,4,108.235,14,29348,4,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14
0704001011,07040,011,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,5,218.0,36,1678,4,8,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,36
0704001012,07040,012,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,22,16,273.605,62,857322,7,22,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,62
0704001013,07040,013,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,10,137.55,33,94263,8,13,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,33
0704001014,07040,014,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,179.0,11,23524,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11
0704001015,07040,015,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,256.665,14,95344,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14
0704001016,07040,016,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704001017,07040,017,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704001018,07040,018,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,14,88.495,48,204395,11,14,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,48
0704001019,07040,019,01,040,07,04,0704001,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,52,48,307.8,198,1987426,22,52,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,198
0704002001,07040,001,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,217.67000000000002,5,13732,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0704002002,07040,002,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0
0704002003,07040,003,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,13,249.6,32,109685,3,13,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,32
0704002004,07040,004,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,113.14,10,6693,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10
0704002005,07040,005,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,513.67,6,49312,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6
0704002006,07040,006,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,19,17,216.0,76,344660,9,19,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,76
0704002007,07040,007,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,12,12,331.16499999999996,65,565927,11,12,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,65
0704002008,07040,008,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,230.835,14,110505,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14
0704002009,07040,009,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,5,562.55,20,81010,3,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,20
0704002010,07040,010,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,582.0,15,198941,3,3,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,15
0704002011,07040,011,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,12,179.67,44,202957,8,14,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,44
0704002012,07040,012,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,13,13,133.775,49,293818,11,13,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,49
0704002013,07040,013,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,4,131.65,30,176369,4,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,30
0704002014,07040,014,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,14,14,739.43,98,283082,11,14,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,98
0704002015,07040,015,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,8,647.7850000000001,60,340365,7,8,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,60
0704002016,07040,016,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,11,7,206.75,31,286323,6,11,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,31
0704002017,07040,017,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,14,100.47,35,113289,12,15,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,35
0704002018,07040,018,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,10,221.0,76,637525,10,17,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,76
0704002019,07040,019,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,240.0,2,56160,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2
0704002021,07040,021,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,408.57,7,88251,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,7
0704002022,07040,022,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,6,90.9,16,24143,4,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16
0704002023,07040,023,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,102.28999999999999,17,48746,5,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17
0704002024,07040,024,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,127.48,18,88173,5,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18
0704002025,07040,025,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,296.115,17,74398,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17
0704002026,07040,026,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,127.035,5,20813,2,2,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5
0704002027,07040,027,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,375.02,16,127342,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16
0704002028,07040,028,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,977.67,43,447026,4,5,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,43
0704002029,07040,029,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,219.96,4,13638,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4
0704002030,07040,030,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,29.13,1,7428,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1
0704002031,07040,031,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,4,233.735,17,156098,4,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17
0704002032,07040,032,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,3,286.0,11,124684,2,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11
0704002033,07040,033,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,4,144.235,21,288409,5,6,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,21
0704002034,07040,034,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,2,53.34,20,52628,5,7,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,20
0704002035,07040,035,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,0,280.0,8,32461,2,4,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8
0704002036,07040,036,02,040,07,04,0704002,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,120.83,2,1933,1,1,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2
