CUSEC,CUMUN,CSEC,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,viviendas_totales,consumo_p10_kwh,consumo_p25_kwh,consumo_p50_kwh,consumo_p75_kwh,consumo_p90_kwh,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas,airbnb_listings_por_1000_viviendas
0704004044,07040,044,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004045,07040,045,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004046,07040,046,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004047,07040,047,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004049,07040,049,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004050,07040,050,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,454.71,6,0,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.005362447850194657
0704004051,07040,051,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,113.78,4,27600,1,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.010724895700389314
0704004052,07040,052,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004053,07040,053,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004054,07040,054,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004055,07040,055,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,356.14,6,0,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.005362447850194657
0704004056,07040,056,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,2,180.5,9,136213,4,4,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,9,0.02144979140077863
0704004057,07040,057,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,208.23,6,0,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.005362447850194657
0704004058,07040,058,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,94.03,4,16925,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704004059,07040,059,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,122.9,6,31340,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.005362447850194657
0704004060,07040,060,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,99.25999999999999,5,30952,2,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.010724895700389314
0704004061,07040,061,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,0,100.61500000000001,4,51314,1,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.010724895700389314
0704004062,07040,062,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,155.0,2,35340,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.005362447850194657
0704004063,07040,063,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004064,07040,064,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,98.68,2,0,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.005362447850194657
0704004065,07040,065,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004066,07040,066,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004067,07040,067,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004068,07040,068,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004069,07040,069,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004070,07040,070,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004071,07040,071,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004072,07040,072,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,509.67,22,169731,3,3,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,22,0.01608734355058397
0704004073,07040,073,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,1,131.64,6,38997,2,2,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.010724895700389314
0704004074,07040,074,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,21,21,113.0,127,303446,10,21,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,127,0.11261140485408778
0704004075,07040,075,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,7,488.0,64,407409,7,8,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,64,0.04289958280155726
0704004076,07040,076,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004078,07040,078,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,4,3,207.8,17,74122,4,4,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,17,0.02144979140077863
0704004079,07040,079,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,16,16,781.71,152,754598,14,16,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,152,0.08579916560311451
0704004080,07040,080,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,981.67,12,100130,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,12,0.005362447850194657
0704004081,07040,081,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,15,15,763.5,145,520421,14,15,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,145,0.08043671775291986
0704004082,07040,082,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004083,07040,083,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,24,21,396.7,178,727928,15,24,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,178,0.12869874840467177
0704004084,07040,084,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,537.71,12,0,3,3,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,12,0.01608734355058397
0704004085,07040,085,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004086,07040,086,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704004087,07040,087,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,799.0,8,19176,1,1,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8,0.005362447850194657
0704004088,07040,088,07,04,0704004,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,1.039,1.681,2.595,3.808,5.281,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704005001,07040,001,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,3,348.665,11,80792,3,3,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11,0.01608734355058397
0704005002,07040,002,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,5,308.33500000000004,32,237853,4,7,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,32,0.03753713495136259
0704005003,07040,003,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,9,9,590.0,62,575471,9,9,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,62,0.04826203065175191
0704005004,07040,004,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,75.91,3,0,1,0,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3,0.005362447850194657
0704005005,07040,005,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,2,2,251.0,9,90648,2,2,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,9,0.010724895700389314
0704005006,07040,006,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,0,0,,0,0,0,0,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0704005007,07040,007,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,3,2,226.67499999999998,14,7765,3,3,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14,0.01608734355058397
0704005008,07040,008,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,724.0,8,60816,1,1,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8,0.005362447850194657
0704005009,07040,009,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,32,31,643.665,239,1441523,23,32,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,239,0.17159833120622903
0704005010,07040,010,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,17,942.67,123,368077,15,17,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,123,0.09116161345330917
0704005011,07040,011,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,5,5,714.67,42,128086,3,5,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,42,0.026812239250973285
0704005012,07040,012,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,7,250.0,34,153899,5,7,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,34,0.03753713495136259
0704005013,07040,013,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,6,2,592.125,41,206657,4,6,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,41,0.03217468710116794
0704005014,07040,014,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,17,8,131.36,86,151297,9,16,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,86,0.09116161345330917
0704005015,07040,015,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,7,7,431.5,29,313985,7,7,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,29,0.03753713495136259
0704005016,07040,016,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,123.89,4,0,1,1,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.005362447850194657
0704005017,07040,017,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,127.0,2,9144,1,1,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.005362447850194657
0704005018,07040,018,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,1,311.5,13,65415,1,1,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,13,0.005362447850194657
0704005019,07040,019,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,9,9,477.0,48,223232,7,9,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,48,0.04826203065175191
0704005020,07040,020,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,7,170.65,45,149921,8,8,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,45,0.04289958280155726
0704005021,07040,021,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,8,7,215.68,41,169721,7,8,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,41,0.04289958280155726
0704005022,07040,022,07,04,0704005,07040,"Balears, Illes",Illes Balears,ES,5,3,2,Palma,1,0,91.33,2,20275,1,1,186482,882.0,1.582,2.608,4.012,5.785,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.005362447850194657
0704101001,07041,001,07,04,0704101,07041,"Balears, Illes",Illes Balears,ES,5,3,2,Petra,89,83,440.0,704,848213,40,88,2118,849.0,1.476,2.962,4.724,6.919,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,704,42.020774315391876
0704102001,07041,001,07,04,0704102,07041,"Balears, Illes",Illes Balears,ES,5,3,2,Petra,81,79,360.47,550,822457,58,81,2118,871.0,1.786,3.124,5.094,7.537,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,550,38.243626062322946
0704201001,07042,001,07,04,0704201,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,159,157,465.0,1026,1691426,81,159,13772,999.0,2.011,3.456,5.32,7.672,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1026,11.545164101074644
0704201002,07042,002,07,04,0704201,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,58,56,337.6,310,813451,41,57,13772,999.0,2.011,3.456,5.32,7.672,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,310,4.2114435085681095
0704202001,07042,001,07,04,0704202,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,507,500,438.07,3169,5315033,146,506,13772,819.0,1.778,3.356,5.307,7.727,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,3169,36.8138251524833
0704203001,07042,001,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,414,414,464.33500000000004,2589,3632045,131,413,13772,622.0,1.274,2.684,4.686,6.858,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2589,30.060993319779264
0704203002,07042,002,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,175,172,458.1,1099,1595156,81,174,13772,622.0,1.274,2.684,4.686,6.858,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1099,12.70694162067964
0704203003,07042,003,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,479,475,399.46500000000003,2735,5016460,178,477,13772,622.0,1.274,2.684,4.686,6.858,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2735,34.78071449317456
0704203004,07042,004,07,04,0704203,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,171,171,319.6,889,2538597,108,171,13772,622.0,1.274,2.684,4.686,6.858,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,889,12.41649724077839
0704204001,07042,001,07,04,0704204,07042,"Balears, Illes",Illes Balears,ES,5,3,2,Pollença,290,281,463.71500000000003,1840,2645191,105,290,13772,1.029,2.17,3.69,5.392,7.863,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1840,21.057217542840547
0704301001,07043,001,07,04,0704301,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,9,9,213.5,47,204182,6,9,3319,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,47,2.711660138595963
0704301002,07043,002,07,04,0704301,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,27,25,514.17,146,175542,18,27,3319,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,146,8.134980415787888
0704302001,07043,001,07,04,0704302,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,3,3,221.44,16,26922,3,3,3319,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16,0.903886712865321
0704302002,07043,002,07,04,0704302,07043,"Balears, Illes",Illes Balears,ES,5,3,2,Porreres,37,34,390.0,182,328025,22,37,3319,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,182,11.147936125338957
0704403001,07044,001,07,04,0704403,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",23,23,304.515,145,302384,15,23,6504,1.026,1.981,3.457,5.255,7.108,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,145,3.5362853628536284
0704403002,07044,002,07,04,0704403,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",23,23,374.4,153,197746,17,23,6504,1.026,1.981,3.457,5.255,7.108,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,153,3.5362853628536284
0704404001,07044,001,07,04,0704404,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",117,117,397.07,732,1092202,72,117,6504,1.048,2.045,3.428,5.202,7.289,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,732,17.98892988929889
0704404002,07044,002,07,04,0704404,07044,"Balears, Illes",Illes Balears,ES,5,3,2,"Pobla, Sa",20,20,365.355,106,181303,15,20,6504,1.048,2.045,3.428,5.202,7.289,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,106,3.075030750307503
0704501001,07045,001,07,04,0704501,07045,"Balears, Illes",Illes Balears,ES,5,3,2,Puigpunyent,39,33,507.80999999999995,197,550543,27,39,1275,1.11,2.184,3.615,5.634,8.236,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,197,30.58823529411765
0704601001,07046,001,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601003,07046,003,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601004,07046,004,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601005,07046,005,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601006,07046,006,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601007,07046,007,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601008,07046,008,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704601010,07046,010,07,04,0704601,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
0704602001,07046,001,07,04,0704602,07046,"Balears, Illes",Illes Balears,ES,5,3,1,Sant Antoni de Portmany,0,0,,0,0,0,0,12116,0.0,0.0,0.0,0.0,0.0,Eivissa,HUT Consell d'Eivissa 2026,municipio,330,2486,254,16.2,6.9,3.74,2486,0.0
