CUSEC,CUMUN,CSEC,CPRO,CCA,CUDIS,CLAU2,NPRO,NCA,CNUT0,CNUT1,CNUT2,CNUT3,NMUN,airbnb_listings,airbnb_entire_homes,airbnb_price_median,airbnb_accommodates_total,airbnb_revenue_total,airbnb_hosts_unicos,airbnb_con_licencia,viviendas_totales,consumo_p10_kwh,consumo_p25_kwh,consumo_p50_kwh,consumo_p75_kwh,consumo_p90_kwh,isla,fuente,granularidad,hut_registros,hut_plazas,hut_habitaciones,viviendas_vacias_pct_ccaa,viviendas_uso_esporadico_pct_ccaa,viviendas_turisticas_pct_ccaa_2025M05,plazas_turisticas,airbnb_listings_por_1000_viviendas
0703002001,07030,001,07,04,0703002,07030,"Balears, Illes",Illes Balears,ES,5,3,2,Llubí,43,37,280.5,248,494310,29,43,1685,853.0,1.836,3.377,5.169,7.599,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,248,25.519287833827892
0703101001,07031,001,07,04,0703101,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,8,8,335.67,51,72601,7,8,23312,900.0,1.827,3.164,4.781,6.713,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,51,0.34317089910775567
0703101002,07031,002,07,04,0703101,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,0,0,,0,0,0,0,23312,900.0,1.827,3.164,4.781,6.713,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703101003,07031,003,07,04,0703101,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,73,65,295.0,383,914084,45,73,23312,900.0,1.827,3.164,4.781,6.713,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,383,3.1314344543582706
0703102001,07031,001,07,04,0703102,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,2,2,481.66999999999996,14,3632,2,2,23312,1.147,1.963,2.998,4.274,6.055,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14,0.08579272477693892
0703102002,07031,002,07,04,0703102,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,0,0,,0,0,0,0,23312,1.147,1.963,2.998,4.274,6.055,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703103001,07031,001,07,04,0703103,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,0,0,,0,0,0,0,23312,730.0,1.419,2.587,4.074,5.797,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703103002,07031,002,07,04,0703103,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,0,0,,0,0,0,0,23312,730.0,1.419,2.587,4.074,5.797,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703103003,07031,003,07,04,0703103,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,67,55,299.0,362,684201,42,64,23312,730.0,1.419,2.587,4.074,5.797,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,362,2.8740562800274536
0703104001,07031,001,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,3,3,266.14,18,80509,2,3,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18,0.1286890871654084
0703104002,07031,002,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,62,55,490.0,428,1038497,43,62,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,428,2.6595744680851063
0703104003,07031,003,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,3,3,322.5,14,51534,3,3,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,14,0.1286890871654084
0703104004,07031,004,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,3,3,316.0,13,83158,3,3,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,13,0.1286890871654084
0703104005,07031,005,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,6,0,68.35,12,78414,2,5,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,12,0.2573781743308168
0703104006,07031,006,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,4,3,222.1,16,52158,4,4,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16,0.17158544955387783
0703104007,07031,007,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,24,24,549.0,180,651403,21,23,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,180,1.0295126973232671
0703104009,07031,009,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,19,18,920.7,168,473422,13,19,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,168,0.8150308853809197
0703104010,07031,010,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,84,84,441.53499999999997,479,1881850,64,84,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,479,3.6032944406314344
0703104011,07031,011,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,33,33,848.75,266,544655,31,33,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,266,1.415579958819492
0703104012,07031,012,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,19,19,546.8,135,572828,19,19,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,135,0.8150308853809197
0703104013,07031,013,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,0,0,,0,0,0,0,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703104014,07031,014,07,04,0703104,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,22,22,529.25,158,357832,18,22,23312,931.0,1.877,3.181,4.956,7.202,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,158,0.9437199725463281
0703105001,07031,001,07,04,0703105,07031,"Balears, Illes",Illes Balears,ES,5,3,2,Llucmajor,2,1,67.335,6,8382,2,2,23312,1.235,1.864,2.979,4.096,5.361,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.08579272477693892
0703201001,07032,001,07,04,0703201,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,12,9,289.0,29,33068,3,12,15173,802.0,1.499,2.643,4.183,6.057,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,29,0.7908785342384499
0703201002,07032,002,07,04,0703201,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,6,4,294.83500000000004,23,17472,5,6,15173,802.0,1.499,2.643,4.183,6.057,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,23,0.39543926711922495
0703202001,07032,001,07,04,0703202,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,2,2,401.855,10,14926,2,2,15173,936.0,1.692,2.689,4.006,5.456,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.13181308903974165
0703202002,07032,002,07,04,0703202,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,1,1,1345.0,12,48420,1,1,15173,936.0,1.692,2.689,4.006,5.456,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,12,0.06590654451987082
0703202003,07032,003,07,04,0703202,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,0,0,,0,0,0,0,15173,936.0,1.692,2.689,4.006,5.456,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703202004,07032,004,07,04,0703202,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,1,1,628.0,8,87920,1,0,15173,936.0,1.692,2.689,4.006,5.456,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,8,0.06590654451987082
0703203001,07032,001,07,04,0703203,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,5,1,295.3,16,39347,2,5,15173,1.132,1.949,3.069,4.582,6.397,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16,0.3295327225993541
0703203002,07032,002,07,04,0703203,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,1,1,155.0,2,14880,1,1,15173,1.132,1.949,3.069,4.582,6.397,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,2,0.06590654451987082
0703203003,07032,003,07,04,0703203,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,53,48,558.86,354,826628,38,50,15173,1.132,1.949,3.069,4.582,6.397,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,354,3.4930468595531536
0703203004,07032,004,07,04,0703203,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,0,0,,0,0,0,0,15173,1.132,1.949,3.069,4.582,6.397,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703203005,07032,005,07,04,0703203,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,0,0,,0,0,0,0,15173,1.132,1.949,3.069,4.582,6.397,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703203006,07032,006,07,04,0703203,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,4,4,415.145,30,23420,4,4,15173,1.132,1.949,3.069,4.582,6.397,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,30,0.2636261780794833
0703203007,07032,007,07,04,0703203,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,0,0,,0,0,0,0,15173,1.132,1.949,3.069,4.582,6.397,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703204001,07032,001,07,04,0703204,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,2,2,357.46500000000003,13,83796,2,2,15173,757.0,1.479,2.673,4.138,5.781,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,13,0.13181308903974165
0703204002,07032,002,07,04,0703204,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,0,0,,0,0,0,0,15173,757.0,1.479,2.673,4.138,5.781,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703205001,07032,001,07,04,0703205,07032,"Balears, Illes",Illes Balears,ES,5,3,3,Maó,61,61,545.29,385,601338,43,59,15173,647.0,1.2,2.58,4.829,7.813,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,385,4.02029921571212
0703301001,07033,001,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,2,2,,11,0,1,2,28571,856.0,1.623,2.788,4.311,6.374,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,11,0.07000105001575023
0703301002,07033,002,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,2,2,974.6,18,0,2,2,28571,856.0,1.623,2.788,4.311,6.374,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,18,0.07000105001575023
0703301003,07033,003,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,28571,856.0,1.623,2.788,4.311,6.374,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703301004,07033,004,07,04,0703301,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,118,114,341.33,733,1145069,68,116,28571,856.0,1.623,2.788,4.311,6.374,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,733,4.130061950929264
0703302001,07033,001,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,1,1,228.25,4,16434,1,1,28571,829.0,1.669,2.857,4.436,6.38,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,4,0.035000525007875115
0703302002,07033,002,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,28571,829.0,1.669,2.857,4.436,6.38,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703302003,07033,003,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,3,3,681.4250000000001,19,0,3,3,28571,829.0,1.669,2.857,4.436,6.38,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,19,0.10500157502362537
0703302004,07033,004,07,04,0703302,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,90,86,419.46,624,1164545,53,89,28571,829.0,1.669,2.857,4.436,6.38,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,624,3.1500472507087607
0703303001,07033,001,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,28571,932.0,1.819,3.104,4.692,6.583,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703303002,07033,002,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,1,0,46.5,1,8091,1,1,28571,932.0,1.819,3.104,4.692,6.583,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,1,0.035000525007875115
0703303003,07033,003,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,2,2,498.415,9,0,2,2,28571,932.0,1.819,3.104,4.692,6.583,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,9,0.07000105001575023
0703303004,07033,004,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,28571,932.0,1.819,3.104,4.692,6.583,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703303005,07033,005,07,04,0703303,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,117,109,352.0,738,1076143,69,117,28571,932.0,1.819,3.104,4.692,6.583,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,738,4.095061425921389
0703304001,07033,001,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,3,0,99.72,6,4121,1,3,28571,1.041,1.744,2.849,4.347,6.04,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.10500157502362537
0703304002,07033,002,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,28571,1.041,1.744,2.849,4.347,6.04,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703304003,07033,003,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,44,39,401.59000000000003,246,752309,27,44,28571,1.041,1.744,2.849,4.347,6.04,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,246,1.5400231003465052
0703304004,07033,004,07,04,0703304,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,0,0,,0,0,0,0,28571,1.041,1.744,2.849,4.347,6.04,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703305001,07033,001,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,146,142,337.33,839,1676014,93,146,28571,608.0,1.217,2.499,4.202,6.221,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,839,5.110076651149767
0703305002,07033,002,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,33,29,227.575,154,527684,26,33,28571,608.0,1.217,2.499,4.202,6.221,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,154,1.1550173252598788
0703305003,07033,003,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,32,29,367.0,200,411626,17,32,28571,608.0,1.217,2.499,4.202,6.221,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,200,1.1200168002520037
0703305004,07033,004,07,04,0703305,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,14,13,291.0,84,336762,13,14,28571,608.0,1.217,2.499,4.202,6.221,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,84,0.49000735011025165
0703306001,07033,001,07,04,0703306,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,40,37,258.67,180,525474,28,40,28571,500.0,956.0,2.036,3.764,5.554,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,180,1.4000210003150046
0703307001,07033,001,07,04,0703307,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,68,65,434.55499999999995,406,703079,42,68,28571,493.0,1.023,2.424,4.616,7.388,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,406,2.380035700535508
0703307002,07033,002,07,04,0703307,07033,"Balears, Illes",Illes Balears,ES,5,3,2,Manacor,81,81,390.71,560,1109263,52,81,28571,493.0,1.023,2.424,4.616,7.388,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,560,2.835042525637885
0703401001,07034,001,07,04,0703401,07034,"Balears, Illes",Illes Balears,ES,5,3,2,Mancor de la Vall,41,41,370.3,280,564106,24,41,919,1.023,1.919,3.331,5.151,6.972,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,280,44.613710554951034
0703501001,07035,001,07,04,0703501,07035,"Balears, Illes",Illes Balears,ES,5,3,2,Maria de la Salut,39,35,352.15,238,388409,29,38,1473,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,238,26.476578411405296
0703502001,07035,001,07,04,0703502,07035,"Balears, Illes",Illes Balears,ES,5,3,2,Maria de la Salut,29,28,348.8,193,425571,24,29,1473,0.0,0.0,0.0,0.0,0.0,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,193,19.687712152070606
0703601001,07036,001,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,6,6,725.75,36,176760,5,6,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,36,0.39872408293460926
0703601002,07036,002,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,9,9,672.79,65,252222,9,9,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,65,0.5980861244019139
0703601003,07036,003,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703601004,07036,004,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,14,14,776.0,121,583052,13,14,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,121,0.9303561935140883
0703601005,07036,005,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,7,6,662.0,51,353540,7,7,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,51,0.46517809675704413
0703601007,07036,007,07,04,0703601,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,10,9,664.79,70,187755,10,10,15048,1.459,2.505,3.863,5.755,8.036,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,70,0.6645401382243488
0703602001,07036,001,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703602002,07036,002,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,679.0,5,114072,1,1,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,5,0.06645401382243488
0703602003,07036,003,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703602004,07036,004,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,342.4,6,43142,1,1,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.06645401382243488
0703602005,07036,005,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703602006,07036,006,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,2,2,399.1,10,78646,2,2,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,10,0.13290802764486975
0703602007,07036,007,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,6,6,709.165,44,156484,6,6,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,44,0.39872408293460926
0703602008,07036,008,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,5,5,585.665,37,148186,5,5,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,37,0.3322700691121744
0703602009,07036,009,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,16,16,1058.33,125,473935,15,16,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,125,1.063264221158958
0703602010,07036,010,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,,6,0,1,1,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.06645401382243488
0703602011,07036,011,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,1,1,607.75,6,61991,1,1,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.06645401382243488
0703602012,07036,012,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,5,5,595.01,33,96627,5,5,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,33,0.3322700691121744
0703602013,07036,013,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703602014,07036,014,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703602015,07036,015,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,2,2,368.03499999999997,16,20136,2,2,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,16,0.13290802764486975
0703602016,07036,016,07,04,0703602,07036,"Balears, Illes",Illes Balears,ES,5,3,2,Marratxí,0,0,,0,0,0,0,15048,1.542,2.506,3.714,5.279,7.282,Mallorca,shapefile INE 2025 (sin datos de turismo),seccion_censal,0,0,0,16.2,6.9,3.74,0,0.0
0703701001,07037,001,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",7,2,245.0,24,27926,4,6,7208,392.0,681.0,1.66,3.477,5.568,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,24,0.9711431742508324
0703701002,07037,002,07,04,0703701,07037,"Balears, Illes",Illes Balears,ES,5,3,3,"Mercadal, Es",13,13,480.0,78,145421,10,13,7208,392.0,681.0,1.66,3.477,5.568,Menorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,78,1.8035516093229744
0703801001,07038,001,07,04,0703801,07038,"Balears, Illes",Illes Balears,ES,5,3,2,Montuïri,1,1,295.0,6,5310,1,1,2197,722.0,1.766,3.135,4.827,6.971,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,6,0.4551661356395084
0703802001,07038,001,07,04,0703802,07038,"Balears, Illes",Illes Balears,ES,5,3,2,Montuïri,43,35,371.25,255,639225,21,43,2197,742.0,1.508,3.023,4.985,7.441,Mallorca,Inside Airbnb 2026-06,seccion_censal,0,0,0,16.2,6.9,3.74,255,19.572143832498863
